city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Garfield,Garfield,NJ,New Jersey,34003,Bergen,40.8791,-74.1085,31802,5816,polygon,FALSE,TRUE,America/New_York,2,7026,1840003554
Prairieville,Prairieville,LA,Louisiana,22005,Ascension,30.3151,-90.9571,31721,556,polygon,FALSE,FALSE,America/Chicago,3,70769,1840026029
Parkville,Parkville,MD,Maryland,24005,Baltimore,39.3832,-76.5519,31633,2850,polygon,FALSE,FALSE,America/New_York,2,21234,1840005685
Spring Valley,Spring Valley,CA,California,6073,San Diego,32.7316,-116.9766,31591,1661,polygon,FALSE,FALSE,America/Los_Angeles,3,91977 91978 91979,1840019343
Bel Air North,Bel Air North,MD,Maryland,24025,Harford,39.5544,-76.3733,31582,763,polygon,FALSE,TRUE,America/New_York,3,21050 21015 21014,1840073591
Hopkinsville,Hopkinsville,KY,Kentucky,21047,Christian,36.8386,-87.4776,31569,372,polygon,FALSE,TRUE,America/Chicago,3,42240 42221 42241,1840014399
Rochester,Rochester,NH,New Hampshire,33017,Strafford,43.299,-70.9787,31526,270,polygon,FALSE,TRUE,America/New_York,3,03839 03868 03867 03866,1840002809
Milledgeville,Milledgeville,GA,Georgia,13009,Baldwin,33.0874,-83.2414,31471,355,polygon,FALSE,TRUE,America/New_York,3,31062 31061 31059,1840014857
Syracuse,Syracuse,UT,Utah,49011,Davis,41.086,-112.0698,31458,1195,polygon,FALSE,TRUE,America/Denver,3,84075,1840021352
Eldersburg,Eldersburg,MD,Maryland,24013,Carroll,39.4041,-76.9529,31454,304,polygon,FALSE,FALSE,America/New_York,3,21784 21104,1840005698
Sherwood,Sherwood,AR,Arkansas,5119,Pulaski,34.8508,-92.2028,31436,582,polygon,FALSE,TRUE,America/Chicago,3,72120 72076 72117 72216,1840015511
Garner,Garner,NC,North Carolina,37183,Wake,35.6934,-78.6196,31407,762,polygon,FALSE,TRUE,America/New_York,3,27529 27603 27699,1840016198
Key West,Key West,FL,Florida,12087,Monroe,24.5637,-81.7768,31401,1665,polygon,FALSE,TRUE,America/New_York,3,33040 33041 33045,1840015161
Miami Lakes,Miami Lakes,FL,Florida,12086,Miami-Dade,25.9125,-80.3214,31367,2140,polygon,FALSE,TRUE,America/New_York,2,33014 33016 33018 33002,1840017275
Petersburg,Petersburg,VA,Virginia,51730,Petersburg,37.2043,-77.3913,31346,532,polygon,FALSE,TRUE,America/New_York,3,23803 23805 23804,1840003861
North Olmsted,North Olmsted,OH,Ohio,39035,Cuyahoga,41.415,-81.919,31341,1036,polygon,FALSE,TRUE,America/New_York,3,44070,1840003400
Wheat Ridge,Wheat Ridge,CO,Colorado,8059,Jefferson,39.7728,-105.1029,31324,1294,polygon,FALSE,TRUE,America/Denver,3,80033 80212 80214 80034,1840021431
Cibolo,Cibolo,TX,Texas,48187,Guadalupe,29.5639,-98.2123,31281,584,polygon,FALSE,TRUE,America/Chicago,3,78124 78108,1840019639
Alliance,Alliance,OH,Ohio,39151,Stark,40.9107,-81.1189,31255,919,polygon,FALSE,TRUE,America/New_York,3,44601,1840000962
Banning,Banning,CA,California,6065,Riverside,33.946,-116.8992,31221,518,polygon,FALSE,TRUE,America/Los_Angeles,3,92220,1840019297
Laguna Hills,Laguna Hills,CA,California,6059,Orange,33.592,-117.6992,31207,1824,polygon,FALSE,TRUE,America/Los_Angeles,3,92653,1840020588
Princeton,Princeton,NJ,New Jersey,34021,Mercer,40.3563,-74.6693,31187,670,polygon,FALSE,TRUE,America/New_York,3,08540 08542 08541 08544,1840001381
Athens,Athens,AL,Alabama,1083,Limestone,34.7847,-86.951,31187,265,polygon,FALSE,TRUE,America/Chicago,3,35611 35613 35612,1840000935
Oceanside,Oceanside,NY,New York,36059,Nassau,40.6328,-73.6364,31185,2442,polygon,FALSE,FALSE,America/New_York,2,11572,1840005246
Springfield,Springfield,VA,Virginia,51059,Fairfax,38.7809,-77.1839,31117,1530,polygon,FALSE,FALSE,America/New_York,3,22151 22150 22156 22159 22161 22313,1840006039
Naugatuck,Naugatuck,CT,Connecticut,9009,New Haven,41.489,-73.0518,31108,736,polygon,FALSE,TRUE,America/New_York,3,6770,1840004849
Columbus,Columbus,MS,Mississippi,28087,Lowndes,33.5088,-88.4096,31084,363,polygon,FALSE,TRUE,America/Chicago,3,39702 39701 39705,1840014807
South Riding,South Riding,VA,Virginia,51107,Loudoun,38.912,-77.5132,31071,1750,polygon,FALSE,FALSE,America/New_York,3,20152,1840024507
Mundelein,Mundelein,IL,Illinois,17097,Lake,42.2691,-88.0101,31051,1257,polygon,FALSE,TRUE,America/Chicago,3,60060,1840011175
Fair Oaks,Fair Oaks,CA,California,6067,Sacramento,38.6504,-121.2497,31002,1101,polygon,FALSE,FALSE,America/Los_Angeles,3,95628,1840017580
San Pablo,San Pablo,CA,California,6013,Contra Costa,37.9628,-122.3425,30990,4550,polygon,FALSE,TRUE,America/Los_Angeles,2,94806,1840021529
Rexburg,Rexburg,ID,Idaho,16065,Madison,43.8224,-111.792,30979,1134,polygon,FALSE,TRUE,America/Boise,3,83460 83440,1840020037
Nogales,Nogales,AZ,Arizona,4023,Santa Cruz,31.3624,-110.9336,30917,372,polygon,FALSE,TRUE,America/Phoenix,3,85621,1840020823
Nicholasville,Nicholasville,KY,Kentucky,21113,Jessamine,37.8902,-84.5669,30912,823,polygon,FALSE,TRUE,America/New_York,3,40356 40340,1840014330
Goleta,Goleta,CA,California,6083,Santa Barbara,34.436,-119.8596,30911,1520,polygon,FALSE,TRUE,America/Los_Angeles,3,93117 93118,1840001783
Opelika,Opelika,AL,Alabama,1081,Lee,32.6612,-85.3769,30908,202,polygon,FALSE,TRUE,America/Chicago,3,36804 36801 36803,1840005210
Butte,Butte,MT,Montana,30093,Silver Bow,45.902,-112.6571,30904,18,polygon,FALSE,TRUE,America/Denver,3,59743 59748 59727 59759 59750 59701 59703 59702 59707,1840032850
Algonquin,Algonquin,IL,Illinois,17111,McHenry,42.1629,-88.3159,30897,969,polygon,FALSE,TRUE,America/Chicago,3,60102,1840010110
Lakeside,Lakeside,FL,Florida,12019,Clay,30.1356,-81.7674,30890,886,polygon,FALSE,FALSE,America/New_York,3,32068 32065 32073 32030,1840029051
Burlingame,Burlingame,CA,California,6081,San Mateo,37.586,-122.3669,30889,2707,polygon,FALSE,TRUE,America/Los_Angeles,2,94010 94011,1840018925
Aiken,Aiken,SC,South Carolina,45003,Aiken,33.531,-81.7268,30869,565,polygon,FALSE,TRUE,America/New_York,3,29801 29803 29802,1840013722
Princeton,Princeton,FL,Florida,12086,Miami-Dade,25.5396,-80.3971,30852,1605,polygon,FALSE,FALSE,America/New_York,3,33032 33092,1840014248
Lawrenceville,Lawrenceville,GA,Georgia,13135,Gwinnett,33.9523,-83.9931,30834,874,polygon,FALSE,TRUE,America/New_York,3,30046 30049,1840014745
Winter Park,Winter Park,FL,Florida,12095,Orange,28.5987,-81.3438,30825,1361,polygon,FALSE,TRUE,America/New_York,3,32792 32789 32790,1840015966
Granger,Granger,IN,Indiana,18141,St. Joseph,41.7373,-86.135,30815,477,polygon,FALSE,FALSE,America/Indiana/Indianapolis,3,46635 46545 46530,1840030079
Fitchburg,Fitchburg,WI,Wisconsin,55025,Dane,42.9859,-89.4255,30792,340,polygon,FALSE,TRUE,America/Chicago,3,53575 53719 53711 53713 53744,1840002905
Wooster,Wooster,OH,Ohio,39169,Wayne,40.8171,-81.9335,30750,597,polygon,FALSE,TRUE,America/New_York,3,44691,1840000961
Fountain,Fountain,CO,Colorado,8041,El Paso,38.6886,-104.6829,30735,527,polygon,FALSE,TRUE,America/Denver,3,80817,1840020236
Brooklyn Center,Brooklyn Center,MN,Minnesota,27053,Hennepin,45.0681,-93.3162,30690,1480,polygon,FALSE,TRUE,America/Chicago,3,55429 55430,1840004022
Bay Shore,Bay Shore,NY,New York,36103,Suffolk,40.7317,-73.2505,30685,2193,polygon,FALSE,FALSE,America/New_York,2,11706,1840005017
Kerrville,Kerrville,TX,Texas,48265,Kerr,30.0398,-99.132,30623,418,polygon,FALSE,TRUE,America/Chicago,3,78028,1840020908
Barstow,Barstow,CA,California,6071,San Bernardino,34.8661,-117.0472,30605,223,polygon,FALSE,TRUE,America/Los_Angeles,3,92311 92327,1840019118
Canton,Canton,GA,Georgia,13057,Cherokee,34.2467,-84.49,30528,649,polygon,FALSE,TRUE,America/New_York,3,30114,1840014703
Auburn,Auburn,NY,New York,36011,Cayuga,42.9338,-76.5684,30507,1212,polygon,FALSE,TRUE,America/New_York,3,13021 13024 13022,1840000367
Orcutt,Orcutt,CA,California,6083,Santa Barbara,34.8668,-120.4269,30493,1058,polygon,FALSE,FALSE,America/Los_Angeles,3,93455 93457,1840019183
Crown Point,Crown Point,IN,Indiana,18089,Lake,41.4141,-87.3457,30488,660,polygon,FALSE,TRUE,America/Chicago,3,46307 46308,1840007091
Windsor,Windsor,CO,Colorado,8123,Weld,40.4693,-104.9213,30477,469,polygon,FALSE,TRUE,America/Denver,3,80550 80551,1840022401
Gloucester,Gloucester,MA,Massachusetts,25009,Essex,42.626,-70.6897,30430,448,polygon,FALSE,TRUE,America/New_York,3,01930 01931,1840000412
Sterling,Sterling,VA,Virginia,51107,Loudoun,39.0052,-77.405,30403,2152,polygon,FALSE,FALSE,America/New_York,2,20164 20167,1840024508
Gurnee,Gurnee,IL,Illinois,17097,Lake,42.3708,-87.9392,30378,868,polygon,FALSE,TRUE,America/Chicago,3,60031,1840011152
Orangeburg,Orangeburg,SC,South Carolina,45075,Orangeburg,33.4928,-80.867,30365,542,polygon,FALSE,TRUE,America/New_York,3,29118 29117 29115,1840014812
Holladay,Holladay,UT,Utah,49035,Salt Lake,40.6599,-111.8226,30325,1379,polygon,FALSE,TRUE,America/Denver,3,84117 84121 84124,1840020156
Fuquay-Varina,Fuquay-Varina,NC,North Carolina,37183,Wake,35.5958,-78.7794,30324,770,polygon,FALSE,TRUE,America/New_York,3,27526,1840016197
Chamblee,Chamblee,GA,Georgia,13089,DeKalb,33.8842,-84.3008,30307,1518,polygon,FALSE,TRUE,America/New_York,3,30341 30345 30366 39901,1840014775
Ladera Ranch,Ladera Ranch,CA,California,6059,Orange,33.5491,-117.6416,30288,2379,polygon,FALSE,FALSE,America/Los_Angeles,2,92694,1840028333
Peru,Peru,IL,Illinois,17099,LaSalle,41.3484,-89.137,30287,390,polygon,FALSE,TRUE,America/Chicago,3,61329 61354,1840009273
Cornelius,Cornelius,NC,North Carolina,37119,Mecklenburg,35.4725,-80.8801,30257,907,polygon,FALSE,TRUE,America/New_York,3,28031,1840016352
North Tonawanda,North Tonawanda,NY,New York,36063,Niagara,43.0457,-78.8659,30245,1156,polygon,FALSE,TRUE,America/New_York,3,14120,1840000372
Long Branch,Long Branch,NJ,New Jersey,34025,Monmouth,40.2965,-73.9915,30241,2278,polygon,FALSE,TRUE,America/New_York,2,7740,1840003673
Santa Paula,Santa Paula,CA,California,6111,Ventura,34.3521,-119.0698,30233,2534,polygon,FALSE,TRUE,America/Los_Angeles,2,93060 93061,1840021842
Los Gatos,Los Gatos,CA,California,6085,Santa Clara,37.2303,-121.956,30222,1024,polygon,FALSE,TRUE,America/Los_Angeles,3,95032 95030 95036,1840021575
Westchester,Westchester,FL,Florida,12086,Miami-Dade,25.7474,-80.3358,30210,2943,polygon,FALSE,FALSE,America/New_York,2,33174 33144 33165 33155,1840014241
South Lake Tahoe,South Lake Tahoe,CA,California,6017,El Dorado,38.9393,-119.9828,30188,844,polygon,FALSE,TRUE,America/Los_Angeles,3,96150 96151 96152 96154 96156 96157 96158,1840021471
San Carlos,San Carlos,CA,California,6081,San Mateo,37.4982,-122.268,30185,2113,polygon,FALSE,TRUE,America/Los_Angeles,2,94070,1840021550
Clinton,Clinton,IA,Iowa,19045,Clinton,41.8434,-90.2408,30177,275,polygon,FALSE,TRUE,America/Chicago,3,52732 52733 52734 52736,1840000507
Saratoga,Saratoga,CA,California,6085,Santa Clara,37.2684,-122.0263,30153,911,polygon,FALSE,TRUE,America/Los_Angeles,3,95070 95071,1840021572
Golden Gate,Golden Gate,FL,Florida,12021,Collier,26.1844,-81.7031,30104,2976,polygon,FALSE,FALSE,America/New_York,2,34116,1840014228
Los Altos,Los Altos,CA,California,6085,Santa Clara,37.3685,-122.0966,30089,1792,polygon,FALSE,TRUE,America/Los_Angeles,3,94022 94024 94023,1840020328
Ballwin,Ballwin,MO,Missouri,29189,St. Louis,38.5951,-90.55,30082,1293,polygon,FALSE,TRUE,America/Chicago,3,63021 63011 63022 63024,1840007447
Atascadero,Atascadero,CA,California,6079,San Luis Obispo,35.4827,-120.6858,30075,445,polygon,FALSE,TRUE,America/Los_Angeles,3,93422 93423,1840019126
North Royalton,North Royalton,OH,Ohio,39035,Cuyahoga,41.3138,-81.7452,30068,544,polygon,FALSE,TRUE,America/New_York,3,44133,1840003402
Somerset,Somerset,KY,Kentucky,21199,Pulaski,37.0815,-84.6091,30053,381,polygon,FALSE,TRUE,America/New_York,3,42503 42501 42533 42502 42564,1840015257
Milford Mill,Milford Mill,MD,Maryland,24005,Baltimore,39.3444,-76.7668,29974,1666,polygon,FALSE,FALSE,America/New_York,3,21244,1840031493
Stockbridge,Stockbridge,GA,Georgia,13151,Henry,33.5253,-84.2294,29904,844,polygon,FALSE,TRUE,America/New_York,3,30253 30281,1840015707
East Liverpool,East Liverpool,OH,Ohio,39029,Columbiana,40.6333,-80.5677,29898,870,polygon,FALSE,TRUE,America/New_York,3,43920,1840002783
Rahway,Rahway,NJ,New Jersey,34039,Union,40.6077,-74.2807,29895,2962,polygon,FALSE,TRUE,America/New_York,2,7065,1840001091
Madison Heights,Madison Heights,MI,Michigan,26125,Oakland,42.5073,-83.1034,29886,1628,polygon,FALSE,TRUE,America/Detroit,3,48071,1840002449
Williston,Williston,ND,North Dakota,38105,Williams,48.1814,-103.6364,29844,483,polygon,FALSE,TRUE,America/Chicago,3,58801 58802 58803,1840001871
Eagle,Eagle,ID,Idaho,16001,Ada,43.7223,-116.3862,29796,376,polygon,FALSE,TRUE,America/Boise,3,83616,1840018642
Lake Magdalene,Lake Magdalene,FL,Florida,12057,Hillsborough,28.0875,-82.4791,29794,1126,polygon,FALSE,FALSE,America/New_York,3,33618 33613 33612 33682 33694,1840029049
Carney,Carney,MD,Maryland,24005,Baltimore,39.405,-76.5236,29743,1647,polygon,FALSE,FALSE,America/New_York,3,21234 21057,1840005678
Maryville,Maryville,TN,Tennessee,47009,Blount,35.7468,-83.9789,29742,665,polygon,FALSE,TRUE,America/New_York,3,37803 37804 37801 37802,1840015380
Walnut,Walnut,CA,California,6037,Los Angeles,34.0334,-117.8593,29685,1274,polygon,FALSE,TRUE,America/Los_Angeles,3,91789 91788,1840021875
Suisun City,Suisun City,CA,California,6095,Solano,38.2473,-122.009,29663,2820,polygon,FALSE,TRUE,America/Los_Angeles,2,94585,1840028115
Garden City,Garden City,KS,Kansas,20055,Finney,37.9754,-100.8529,29659,945,polygon,FALSE,TRUE,America/Chicago,3,67846,1840001669
Texarkana,Texarkana,AR,Arkansas,5091,Miller,33.4361,-93.996,29657,273,polygon,FALSE,TRUE,America/Chicago,3,71854,1840015708
Kent,Kent,OH,Ohio,39133,Portage,41.149,-81.361,29646,1247,polygon,FALSE,TRUE,America/New_York,3,44243 44240 44242,1840008256
North Chicago,North Chicago,IL,Illinois,17097,Lake,42.3172,-87.8596,29615,1430,polygon,FALSE,TRUE,America/Chicago,3,60088 60064 60086,1840008086
Greenville,Greenville,MS,Mississippi,28151,Washington,33.385,-91.0514,29613,417,polygon,FALSE,TRUE,America/Chicago,3,38701 38703,1840013759
Aberdeen,Aberdeen,WA,Washington,53027,Grays Harbor,46.9757,-123.8094,29609,595,polygon,FALSE,TRUE,America/Los_Angeles,3,98520,1840018446
Duluth,Duluth,GA,Georgia,13135,Gwinnett,34.0053,-84.1492,29609,1118,polygon,FALSE,TRUE,America/New_York,3,30097 30096 30098,1840013675
Winona,Winona,MN,Minnesota,27169,Winona,44.0505,-91.6684,29601,539,polygon,FALSE,TRUE,America/Chicago,3,55987,1840010034
O'Fallon,O'Fallon,IL,Illinois,17163,St. Clair,38.5976,-89.9155,29583,743,polygon,FALSE,TRUE,America/Chicago,3,62269,1840008632
Ukiah,Ukiah,CA,California,6045,Mendocino,39.1463,-123.2105,29561,1290,polygon,FALSE,TRUE,America/Los_Angeles,3,95482 95418,1840021420
Atwater,Atwater,CA,California,6047,Merced,37.3543,-120.5981,29559,1873,polygon,FALSE,TRUE,America/Los_Angeles,3,95301,1840018934
Sanford,Sanford,ME,Maine,23031,York,43.4244,-70.7573,29535,171,polygon,FALSE,FALSE,America/New_York,3,04073 04083,1840002672
Highland Park,Highland Park,IL,Illinois,17097,Lake,42.1823,-87.8105,29515,930,polygon,FALSE,TRUE,America/Chicago,3,60035 60037,1840006973
Drexel Heights,Drexel Heights,AZ,Arizona,4019,Pima,32.1457,-111.0478,29514,585,polygon,FALSE,FALSE,America/Phoenix,3,85757 85746,1840027928
Westfield,Westfield,NJ,New Jersey,34039,Union,40.6515,-74.3433,29512,1694,polygon,FALSE,TRUE,America/New_York,3,7090,1840001096
Hermiston,Hermiston,OR,Oregon,41059,Umatilla,45.8323,-119.2858,29512,838,polygon,FALSE,TRUE,America/Los_Angeles,3,97838,1840019915
Fortuna Foothills,Fortuna Foothills,AZ,Arizona,4027,Yuma,32.6616,-114.3973,29485,284,polygon,FALSE,FALSE,America/Phoenix,3,85367,1840027989
Oak Park,Oak Park,MI,Michigan,26125,Oakland,42.4649,-83.1824,29431,2204,polygon,FALSE,TRUE,America/Detroit,2,48237,1840002424
Central,Central,LA,Louisiana,22033,East Baton Rouge,30.5593,-91.0369,29357,182,polygon,FALSE,TRUE,America/Chicago,3,70770 70791 70714 70739 70819 70818,1840023139
Chicago Heights,Chicago Heights,IL,Illinois,17031,Cook,41.5101,-87.6345,29322,1101,polygon,FALSE,TRUE,America/Chicago,3,60411 60412,1840007024
East Palo Alto,East Palo Alto,CA,California,6081,San Mateo,37.4671,-122.1352,29314,4489,polygon,FALSE,TRUE,America/Los_Angeles,2,94303,1840020301
Newberg,Newberg,OR,Oregon,41071,Yamhill,45.3075,-122.9601,29225,1560,polygon,FALSE,TRUE,America/Los_Angeles,3,97132,1840019957
Lewes,Lewes,DE,Delaware,10005,Sussex,38.7777,-75.1448,29187,308,polygon,FALSE,TRUE,America/New_York,3,19958,1840006068
Washington,Washington,UT,Utah,49053,Washington,37.1304,-113.4877,29174,324,polygon,FALSE,TRUE,America/Denver,3,84780 84771,1840021561
Port Chester,Port Chester,NY,New York,36119,Westchester,41.0052,-73.668,29163,4831,polygon,FALSE,TRUE,America/New_York,2,10573,1840004941
Oak Ridge,Oak Ridge,TN,Tennessee,47001,Anderson,35.9639,-84.2938,29156,132,polygon,FALSE,TRUE,America/New_York,3,37830 37831,1840014473
West Falls Church,West Falls Church,VA,Virginia,51059,Fairfax,38.8648,-77.1878,29154,2255,polygon,FALSE,FALSE,America/New_York,2,22042,1840006117
Laplace,Laplace,LA,Louisiana,22095,St. John the Baptist,30.0731,-90.4758,29147,538,polygon,FALSE,FALSE,America/Chicago,3,70068 70069,1840013968
Athens,Athens,OH,Ohio,39009,Athens,39.3269,-82.0988,29122,964,polygon,FALSE,TRUE,America/New_York,3,45701,1840007355
North Attleborough,North Attleborough,MA,Massachusetts,25005,Bristol,41.9699,-71.3345,29116,596,polygon,FALSE,TRUE,America/New_York,3,02763 02760 02761,1840070236
SeaTac,SeaTac,WA,Washington,53033,King,47.4444,-122.2986,29044,1114,polygon,FALSE,TRUE,America/Los_Angeles,3,98158 98148 98198 98168 98188 98131,1840021116
Raytown,Raytown,MO,Missouri,29095,Jackson,38.9944,-94.4641,28991,1127,polygon,FALSE,TRUE,America/Chicago,3,64138 64133,1840009681
Southgate,Southgate,MI,Michigan,26163,Wayne,42.2047,-83.2057,28959,1626,polygon,FALSE,TRUE,America/Detroit,3,48195,1840003964
Harrison,Harrison,NY,New York,36119,Westchester,41.0233,-73.7192,28943,666,polygon,FALSE,TRUE,America/New_York,3,10604 10580 10577 10528,1840004931
Niles,Niles,IL,Illinois,17031,Cook,42.0278,-87.8099,28938,1911,polygon,FALSE,TRUE,America/Chicago,3,60714 60701,1840011301
Fernandina Beach,Fernandina Beach,FL,Florida,12089,Nassau,30.6579,-81.4504,28931,444,polygon,FALSE,TRUE,America/New_York,3,32034 32035,1840013929
Big Spring,Big Spring,TX,Texas,48227,Howard,32.2387,-101.4802,28913,569,polygon,FALSE,TRUE,America/Chicago,3,79720 79721,1840019471
Bella Vista,Bella Vista,AR,Arkansas,5007,Benton,36.4667,-94.2707,28872,246,polygon,FALSE,TRUE,America/Chicago,3,72714 72715,1840015287
Milton,Milton,PA,Pennsylvania,42097,Northumberland,41.009,-76.8507,28851,749,polygon,FALSE,TRUE,America/New_York,3,17847,1840000845
Morrisville,Morrisville,NC,North Carolina,37183,Wake,35.8367,-78.8348,28846,1277,polygon,FALSE,TRUE,America/New_York,3,27560,1840016195
Casselberry,Casselberry,FL,Florida,12117,Seminole,28.6625,-81.3218,28757,1601,polygon,FALSE,TRUE,America/New_York,3,32707 32718,1840015088
Plattsburgh,Plattsburgh,NY,New York,36019,Clinton,44.6951,-73.4563,28740,1495,polygon,FALSE,TRUE,America/New_York,3,12901 12903,1840000296
Seguin,Seguin,TX,Texas,48187,Guadalupe,29.5889,-97.9671,28735,304,polygon,FALSE,TRUE,America/Chicago,3,78155 78115 78156,1840022214
Shirley,Shirley,NY,New York,36103,Suffolk,40.7949,-72.8743,28698,965,polygon,FALSE,FALSE,America/New_York,3,11967,1840005097
Belle Glade,Belle Glade,FL,Florida,12099,Palm Beach,26.692,-80.6672,28665,1094,polygon,FALSE,TRUE,America/New_York,3,33430,1840014206
Wasco,Wasco,CA,California,6029,Kern,35.5938,-119.3671,28647,1180,polygon,FALSE,TRUE,America/Los_Angeles,3,93280,1840021738
Lake in the Hills,Lake in the Hills,IL,Illinois,17111,McHenry,42.1913,-88.3476,28634,1082,polygon,FALSE,TRUE,America/Chicago,3,60156,1840011129
Agawam,Agawam,MA,Massachusetts,25013,Hampden,42.0657,-72.6526,28613,473,polygon,FALSE,TRUE,America/New_York,3,01030 01001,1840031157
East Lake-Orient Park,East Lake-Orient Park,FL,Florida,12057,Hillsborough,27.9971,-82.3653,28602,691,polygon,FALSE,TRUE,America/New_York,3,33637 33619 33610 33617 33601 33661 33662 33680,1840073826
Burton,Burton,MI,Michigan,26049,Genesee,42.9974,-83.6175,28574,472,polygon,FALSE,TRUE,America/Detroit,3,48509 48529 48519,1840002945
Geneva,Geneva,NY,New York,36069,Ontario,42.8644,-76.9827,28563,1158,polygon,FALSE,TRUE,America/New_York,3,14456,1840000393
Fleming Island,Fleming Island,FL,Florida,12019,Clay,30.0988,-81.7124,28531,695,polygon,FALSE,TRUE,America/New_York,3,32003,1840038864
Schererville,Schererville,IN,Indiana,18089,Lake,41.486,-87.444,28527,733,polygon,FALSE,TRUE,America/Chicago,3,46375 46307,1840010222
Independence,Independence,KY,Kentucky,21117,Kenton,38.951,-84.5492,28521,627,polygon,FALSE,TRUE,America/New_York,3,41051,1840014267
West Springfield,West Springfield,MA,Massachusetts,25013,Hampden,42.1253,-72.6503,28517,658,polygon,FALSE,TRUE,America/New_York,3,01089 01090,1840031158
Burlington,Burlington,IA,Iowa,19057,Des Moines,40.8072,-91.1247,28474,662,polygon,FALSE,TRUE,America/Chicago,3,52601,1840007164
Shamokin,Shamokin,PA,Pennsylvania,42097,Northumberland,40.7883,-76.555,28457,3218,polygon,FALSE,TRUE,America/New_York,2,17872,1840000849
New Iberia,New Iberia,LA,Louisiana,22045,Iberia,30.0049,-91.8202,28454,986,polygon,FALSE,TRUE,America/Chicago,3,70560 70563 70562,1840015053
Northampton,Northampton,MA,Massachusetts,25015,Hampshire,42.3266,-72.6745,28451,320,polygon,FALSE,TRUE,America/New_York,3,01060 01062 01063 01053 01061,1840000451
Englewood,Englewood,NJ,New Jersey,34003,Bergen,40.8917,-73.9736,28402,2226,polygon,FALSE,TRUE,America/New_York,2,7631,1840003546
Austintown,Austintown,OH,Ohio,39099,Mahoning,41.0932,-80.7405,28386,943,polygon,FALSE,FALSE,America/New_York,3,44515 44511,1840005185
Crofton,Crofton,MD,Maryland,24003,Anne Arundel,39.0144,-76.68,28379,1656,polygon,FALSE,FALSE,America/New_York,3,21054 21114,1840005909
Mehlville,Mehlville,MO,Missouri,29189,St. Louis,38.5018,-90.3149,28376,1466,polygon,FALSE,FALSE,America/Chicago,3,63129 63125,1840006120
Zionsville,Zionsville,IN,Indiana,18011,Boone,39.9897,-86.3182,28357,162,polygon,FALSE,TRUE,America/Indiana/Indianapolis,3,46052 46077 46075,1840010515
Pasadena,Pasadena,MD,Maryland,24003,Anne Arundel,39.1552,-76.5537,28338,732,polygon,FALSE,FALSE,America/New_York,3,21122 21060 21226 21412,1840005914
Winchester,Winchester,NV,Nevada,32003,Clark,36.1368,-115.1299,28331,2484,polygon,FALSE,FALSE,America/Los_Angeles,2,89109 89169 89121 89199,1840033770
Vineyard,Vineyard,CA,California,6067,Sacramento,38.4744,-121.319,28315,635,polygon,FALSE,FALSE,America/Los_Angeles,3,95830 95829,1840018846
Burbank,Burbank,IL,Illinois,17031,Cook,41.7444,-87.7686,28289,2619,polygon,FALSE,TRUE,America/Chicago,2,60459,1840007022
Lumberton,Lumberton,NC,North Carolina,37155,Robeson,34.6312,-79.0186,28279,446,polygon,FALSE,TRUE,America/New_York,3,28358 28360 28359,1840015531
Benicia,Benicia,CA,California,6095,Solano,38.0725,-122.1525,28240,849,polygon,FALSE,TRUE,America/Los_Angeles,3,94510,1840018858
Jacksonville,Jacksonville,AR,Arkansas,5119,Pulaski,34.8807,-92.1302,28235,381,polygon,FALSE,TRUE,America/Chicago,3,72099 72076 72078,1840014633
Rockledge,Rockledge,FL,Florida,12009,Brevard,28.3201,-80.732,28227,898,polygon,FALSE,TRUE,America/New_York,3,32955 32956,1840015095
Henderson,Henderson,KY,Kentucky,21101,Henderson,37.8397,-87.5798,28207,675,polygon,FALSE,TRUE,America/Chicago,3,42420 42419,1840014337
Graham,Graham,WA,Washington,53053,Pierce,47.0407,-122.2756,28194,311,polygon,FALSE,FALSE,America/Los_Angeles,3,98338,1840017365
Drexel Hill,Drexel Hill,PA,Pennsylvania,42045,Delaware,39.9495,-75.3039,28188,3403,polygon,FALSE,FALSE,America/New_York,2,19026,1840005550
Monterey,Monterey,CA,California,6053,Monterey,36.5922,-121.8807,28178,1259,polygon,FALSE,TRUE,America/Los_Angeles,3,93943 93940 93944,1840020358
Converse,Converse,TX,Texas,48029,Bexar,29.5091,-98.3084,28171,1286,polygon,FALSE,TRUE,America/Chicago,3,78109,1840019655
Granite City,Granite City,IL,Illinois,17119,Madison,38.7292,-90.1266,28158,564,polygon,FALSE,TRUE,America/Chicago,3,62048 62040,1840008565
Aberdeen,Aberdeen,SD,South Dakota,46013,Brown,45.4646,-98.468,28134,680,polygon,FALSE,TRUE,America/Chicago,3,57401,1840002032
Perry Hall,Perry Hall,MD,Maryland,24005,Baltimore,39.4067,-76.4781,28129,1557,polygon,FALSE,FALSE,America/New_York,3,21236 21234 21128,1840005686
Yukon,Yukon,OK,Oklahoma,40017,Canadian,35.5201,-97.7639,28084,408,polygon,FALSE,TRUE,America/Chicago,3,73099 73085,1840021740
South Laurel,South Laurel,MD,Maryland,24033,Prince George's,39.0603,-76.8456,28048,1341,polygon,FALSE,FALSE,America/New_York,3,20708 20709 20726,1840031498
Sonora,Sonora,CA,California,6109,Tuolumne,37.9819,-120.3828,28035,593,polygon,FALSE,TRUE,America/Los_Angeles,3,95370,1840021511
